description,color,category,tokens_clean
"Pantolon - rahat kesim Her gardıropta olması gereken bu pantolon, likralı kumaş içeriğiyle kolay ütülenir, rahat kalıp, şık tasarım ve nefes alabilir kumaş. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: kolay ütülenir, rahat kalıp, şık tasarım, nefes alabilir kumaş",gri,pantolon,"['pantolon', 'rahat', 'kesim', 'gardıropta', 'olması', 'gereken', 'pantolon', 'likralı', 'kumaş', 'içeriğiyle', 'kolay', 'ütülenir', 'rahat', 'kalıp', 'şık', 'tasarım', 'nefes', 'alabilir', 'kumaş', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'kolay', 'ütülenir', 'rahat', 'kalıp', 'şık', 'tasarım', 'nefes', 'alabilir', 'kumaş']"
"T-shirt - bisiklet yaka polyester tercih edilerek üretilen bu t-shirt, rahat kalıp, kolay ütülenir, şık tasarım ve nefes alabilir kumaş. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: rahat kalıp, kolay ütülenir, şık tasarım, nefes alabilir kumaş",beyaz,t-shirt,"['tshirt', 'bisiklet', 'yaka', 'polyester', 'tercih', 'edilerek', 'üretilen', 'tshirt', 'rahat', 'kalıp', 'kolay', 'ütülenir', 'şık', 'tasarım', 'nefes', 'alabilir', 'kumaş', 'sezonun', 'trend', 'renkleriyle', 'kombin', 'yapabilirsiniz', 'öne', 'çıkan', 'özellikler', 'rahat', 'kalıp', 'kolay', 'ütülenir', 'şık', 'tasarım', 'nefes', 'alabilir', 'kumaş']"
"Sweatshirt - fermuarlı Bu özel tasarım sweatshirt, likralı kumaş yapısıyla esnek yapı ve şık tasarım. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: esnek yapı, şık tasarım",bej,sweatshirt,"['sweatshirt', 'fermuarlı', 'özel', 'tasarım', 'sweatshirt', 'likralı', 'kumaş', 'yapısıyla', 'esnek', 'yapı', 'şık', 'tasarım', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'esnek', 'yapı', 'şık', 'tasarım']"
"Etek - pileli Etek modeli, kot kumaş kumaştan üretilmiş olup nefes alabilir kumaş, günlük kullanım için uygun ve çift cepli. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: nefes alabilir kumaş, günlük kullanım için uygun, çift cepli",lacivert,etek,"['etek', 'pileli', 'etek', 'modeli', 'kot', 'kumaş', 'kumaştan', 'üretilmiş', 'olup', 'nefes', 'alabilir', 'kumaş', 'günlük', 'kullanım', 'uygun', 'çift', 'cepli', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'nefes', 'alabilir', 'kumaş', 'günlük', 'kullanım', 'uygun', 'çift', 'cepli']"
"Hırka - uzun Hırka modeli, %100 pamuk kumaştan üretilmiş olup şık tasarım, rahat kalıp, kolay ütülenir ve esnek yapı. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: şık tasarım, rahat kalıp, kolay ütülenir, esnek yapı",gri,hırka,"['hırka', 'uzun', 'hırka', 'modeli', 'pamuk', 'kumaştan', 'üretilmiş', 'olup', 'şık', 'tasarım', 'rahat', 'kalıp', 'kolay', 'ütülenir', 'esnek', 'yapı', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'şık', 'tasarım', 'rahat', 'kalıp', 'kolay', 'ütülenir', 'esnek', 'yapı']"
"T-shirt - oversize kot kumaş tercih edilerek üretilen bu t-shirt, düğmeli model, şık tasarım ve günlük kullanım için uygun. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: düğmeli model, şık tasarım, günlük kullanım için uygun",siyah,t-shirt,"['tshirt', 'oversize', 'kot', 'kumaş', 'tercih', 'edilerek', 'üretilen', 'tshirt', 'düğmeli', 'model', 'şık', 'tasarım', 'günlük', 'kullanım', 'uygun', 'hem', 'şıklık', 'hem', 'konfor', 'arada', 'öne', 'çıkan', 'özellikler', 'düğmeli', 'model', 'şık', 'tasarım', 'günlük', 'kullanım', 'uygun']"
"Hırka - örgü polyester tercih edilerek üretilen bu hırka, nefes alabilir kumaş, şık tasarım ve rahat kalıp. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: nefes alabilir kumaş, şık tasarım, rahat kalıp",bej,hırka,"['hırka', 'örgü', 'polyester', 'tercih', 'edilerek', 'üretilen', 'hırka', 'nefes', 'alabilir', 'kumaş', 'şık', 'tasarım', 'rahat', 'kalıp', 'sezonun', 'trend', 'renkleriyle', 'kombin', 'yapabilirsiniz', 'öne', 'çıkan', 'özellikler', 'nefes', 'alabilir', 'kumaş', 'şık', 'tasarım', 'rahat', 'kalıp']"
"Sweatshirt - baskılı polyester tercih edilerek üretilen bu sweatshirt, çift cepli, yumuşak doku ve düğmeli model. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: çift cepli, yumuşak doku, düğmeli model",siyah,sweatshirt,"['sweatshirt', 'baskılı', 'polyester', 'tercih', 'edilerek', 'üretilen', 'sweatshirt', 'çift', 'cepli', 'yumuşak', 'doku', 'düğmeli', 'model', 'sezonun', 'trend', 'renkleriyle', 'kombin', 'yapabilirsiniz', 'öne', 'çıkan', 'özellikler', 'çift', 'cepli', 'yumuşak', 'doku', 'düğmeli', 'model']"
"Ceket - düğmeli örme kumaş tercih edilerek üretilen bu ceket, nefes alabilir kumaş ve rahat kalıp. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: nefes alabilir kumaş, rahat kalıp",siyah,ceket,"['ceket', 'düğmeli', 'örme', 'kumaş', 'tercih', 'edilerek', 'üretilen', 'ceket', 'nefes', 'alabilir', 'kumaş', 'rahat', 'kalıp', 'sade', 'etkileyici', 'görünüm', 'sunar', 'öne', 'çıkan', 'özellikler', 'nefes', 'alabilir', 'kumaş', 'rahat', 'kalıp']"
"Etek - mini Bu özel tasarım etek, deri görünümlü yapısıyla rahat kalıp, nefes alabilir kumaş, yumuşak doku ve düğmeli model. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: rahat kalıp, nefes alabilir kumaş, yumuşak doku, düğmeli model",mavi,etek,"['etek', 'mini', 'özel', 'tasarım', 'etek', 'deri', 'görünümlü', 'yapısıyla', 'rahat', 'kalıp', 'nefes', 'alabilir', 'kumaş', 'yumuşak', 'doku', 'düğmeli', 'model', 'sezonun', 'trend', 'renkleriyle', 'kombin', 'yapabilirsiniz', 'öne', 'çıkan', 'özellikler', 'rahat', 'kalıp', 'nefes', 'alabilir', 'kumaş', 'yumuşak', 'doku', 'düğmeli', 'model']"
"Etek - mini Yeni sezonun favori parçalarından biri olan bu etek, örme kumaş kumaşı sayesinde rahat kalıp, yumuşak doku, düğmeli model ve çift cepli. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: rahat kalıp, yumuşak doku, düğmeli model, çift cepli",bej,etek,"['etek', 'mini', 'yeni', 'sezonun', 'favori', 'parçalarından', 'biri', 'etek', 'örme', 'kumaş', 'kumaşı', 'sayesinde', 'rahat', 'kalıp', 'yumuşak', 'doku', 'düğmeli', 'model', 'çift', 'cepli', 'ofisten', 'sokağa', 'ortama', 'uyum', 'sağlar', 'öne', 'çıkan', 'özellikler', 'rahat', 'kalıp', 'yumuşak', 'doku', 'düğmeli', 'model', 'çift', 'cepli']"
"Gömlek - düğmeli viskon tercih edilerek üretilen bu gömlek, yumuşak doku ve nefes alabilir kumaş. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: yumuşak doku, nefes alabilir kumaş",yeşil,gömlek,"['gömlek', 'düğmeli', 'viskon', 'tercih', 'edilerek', 'üretilen', 'gömlek', 'yumuşak', 'doku', 'nefes', 'alabilir', 'kumaş', 'hem', 'şıklık', 'hem', 'konfor', 'arada', 'öne', 'çıkan', 'özellikler', 'yumuşak', 'doku', 'nefes', 'alabilir', 'kumaş']"
"Etek - mini Etek modeli, viskon kumaştan üretilmiş olup kolay ütülenir, düğmeli model, şık tasarım ve günlük kullanım için uygun. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: kolay ütülenir, düğmeli model, şık tasarım, günlük kullanım için uygun",mavi,etek,"['etek', 'mini', 'etek', 'modeli', 'viskon', 'kumaştan', 'üretilmiş', 'olup', 'kolay', 'ütülenir', 'düğmeli', 'model', 'şık', 'tasarım', 'günlük', 'kullanım', 'uygun', 'sade', 'etkileyici', 'görünüm', 'sunar', 'öne', 'çıkan', 'özellikler', 'kolay', 'ütülenir', 'düğmeli', 'model', 'şık', 'tasarım', 'günlük', 'kullanım', 'uygun']"
"Hırka - örgü Yeni sezonun favori parçalarından biri olan bu hırka, polyester kumaşı sayesinde esnek yapı, günlük kullanım için uygun ve yumuşak doku. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: esnek yapı, günlük kullanım için uygun, yumuşak doku",beyaz,hırka,"['hırka', 'örgü', 'yeni', 'sezonun', 'favori', 'parçalarından', 'biri', 'hırka', 'polyester', 'kumaşı', 'sayesinde', 'esnek', 'yapı', 'günlük', 'kullanım', 'uygun', 'yumuşak', 'doku', 'sezonun', 'trend', 'renkleriyle', 'kombin', 'yapabilirsiniz', 'öne', 'çıkan', 'özellikler', 'esnek', 'yapı', 'günlük', 'kullanım', 'uygun', 'yumuşak', 'doku']"
"Çanta - omuz çantası Çanta modeli, örme kumaş kumaştan üretilmiş olup kolay ütülenir ve düğmeli model. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: kolay ütülenir, düğmeli model",beyaz,çanta,"['çanta', 'omuz', 'çantası', 'çanta', 'modeli', 'örme', 'kumaş', 'kumaştan', 'üretilmiş', 'olup', 'kolay', 'ütülenir', 'düğmeli', 'model', 'hem', 'şıklık', 'hem', 'konfor', 'arada', 'öne', 'çıkan', 'özellikler', 'kolay', 'ütülenir', 'düğmeli', 'model']"
"Sweatshirt - baskılı Yeni sezonun favori parçalarından biri olan bu sweatshirt, %100 pamuk kumaşı sayesinde nefes alabilir kumaş ve rahat kalıp. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: nefes alabilir kumaş, rahat kalıp",mor,sweatshirt,"['sweatshirt', 'baskılı', 'yeni', 'sezonun', 'favori', 'parçalarından', 'biri', 'sweatshirt', 'pamuk', 'kumaşı', 'sayesinde', 'nefes', 'alabilir', 'kumaş', 'rahat', 'kalıp', 'sezonun', 'trend', 'renkleriyle', 'kombin', 'yapabilirsiniz', 'öne', 'çıkan', 'özellikler', 'nefes', 'alabilir', 'kumaş', 'rahat', 'kalıp']"
"T-shirt - oversize Bu özel tasarım t-shirt, polyester yapısıyla kolay ütülenir, düğmeli model ve esnek yapı. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: kolay ütülenir, düğmeli model, esnek yapı",gri,t-shirt,"['tshirt', 'oversize', 'özel', 'tasarım', 'tshirt', 'polyester', 'yapısıyla', 'kolay', 'ütülenir', 'düğmeli', 'model', 'esnek', 'yapı', 'hem', 'şıklık', 'hem', 'konfor', 'arada', 'öne', 'çıkan', 'özellikler', 'kolay', 'ütülenir', 'düğmeli', 'model', 'esnek', 'yapı']"
"Pantolon - yüksek bel Bu özel tasarım pantolon, likralı kumaş yapısıyla şık tasarım ve yumuşak doku. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: şık tasarım, yumuşak doku",mavi,pantolon,"['pantolon', 'yüksek', 'bel', 'özel', 'tasarım', 'pantolon', 'likralı', 'kumaş', 'yapısıyla', 'şık', 'tasarım', 'yumuşak', 'doku', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'şık', 'tasarım', 'yumuşak', 'doku']"
"Hırka - örgü Bu özel tasarım hırka, %100 pamuk yapısıyla günlük kullanım için uygun, nefes alabilir kumaş, şık tasarım ve rahat kalıp. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: günlük kullanım için uygun, nefes alabilir kumaş, şık tasarım, rahat kalıp",beyaz,hırka,"['hırka', 'örgü', 'özel', 'tasarım', 'hırka', 'pamuk', 'yapısıyla', 'günlük', 'kullanım', 'uygun', 'nefes', 'alabilir', 'kumaş', 'şık', 'tasarım', 'rahat', 'kalıp', 'ofisten', 'sokağa', 'ortama', 'uyum', 'sağlar', 'öne', 'çıkan', 'özellikler', 'günlük', 'kullanım', 'uygun', 'nefes', 'alabilir', 'kumaş', 'şık', 'tasarım', 'rahat', 'kalıp']"
"Etek - pileli Yeni sezonun favori parçalarından biri olan bu etek, örme kumaş kumaşı sayesinde rahat kalıp ve çift cepli. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: rahat kalıp, çift cepli",kırmızı,etek,"['etek', 'pileli', 'yeni', 'sezonun', 'favori', 'parçalarından', 'biri', 'etek', 'örme', 'kumaş', 'kumaşı', 'sayesinde', 'rahat', 'kalıp', 'çift', 'cepli', 'hem', 'şıklık', 'hem', 'konfor', 'arada', 'öne', 'çıkan', 'özellikler', 'rahat', 'kalıp', 'çift', 'cepli']"
"Pantolon - dar paça deri görünümlü tercih edilerek üretilen bu pantolon, düğmeli model, kolay ütülenir ve çift cepli. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: düğmeli model, kolay ütülenir, çift cepli",mor,pantolon,"['pantolon', 'dar', 'paça', 'deri', 'görünümlü', 'tercih', 'edilerek', 'üretilen', 'pantolon', 'düğmeli', 'model', 'kolay', 'ütülenir', 'çift', 'cepli', 'sezonun', 'trend', 'renkleriyle', 'kombin', 'yapabilirsiniz', 'öne', 'çıkan', 'özellikler', 'düğmeli', 'model', 'kolay', 'ütülenir', 'çift', 'cepli']"
"Pantolon - dar paça Bu özel tasarım pantolon, kot kumaş yapısıyla nefes alabilir kumaş, çift cepli ve esnek yapı. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: nefes alabilir kumaş, çift cepli, esnek yapı",mor,pantolon,"['pantolon', 'dar', 'paça', 'özel', 'tasarım', 'pantolon', 'kot', 'kumaş', 'yapısıyla', 'nefes', 'alabilir', 'kumaş', 'çift', 'cepli', 'esnek', 'yapı', 'ofisten', 'sokağa', 'ortama', 'uyum', 'sağlar', 'öne', 'çıkan', 'özellikler', 'nefes', 'alabilir', 'kumaş', 'çift', 'cepli', 'esnek', 'yapı']"
"Gömlek - klasik yaka Gömlek modeli, deri görünümlü kumaştan üretilmiş olup düğmeli model ve rahat kalıp. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: düğmeli model, rahat kalıp",beyaz,gömlek,"['gömlek', 'klasik', 'yaka', 'gömlek', 'modeli', 'deri', 'görünümlü', 'kumaştan', 'üretilmiş', 'olup', 'düğmeli', 'model', 'rahat', 'kalıp', 'sezonun', 'trend', 'renkleriyle', 'kombin', 'yapabilirsiniz', 'öne', 'çıkan', 'özellikler', 'düğmeli', 'model', 'rahat', 'kalıp']"
"Etek - asimetri kesim likralı kumaş tercih edilerek üretilen bu etek, düğmeli model, rahat kalıp ve günlük kullanım için uygun. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: düğmeli model, rahat kalıp, günlük kullanım için uygun",yeşil,etek,"['etek', 'asimetri', 'kesim', 'likralı', 'kumaş', 'tercih', 'edilerek', 'üretilen', 'etek', 'düğmeli', 'model', 'rahat', 'kalıp', 'günlük', 'kullanım', 'uygun', 'ofisten', 'sokağa', 'ortama', 'uyum', 'sağlar', 'öne', 'çıkan', 'özellikler', 'düğmeli', 'model', 'rahat', 'kalıp', 'günlük', 'kullanım', 'uygun']"
"Bluz - kruvaze Bu özel tasarım bluz, %100 pamuk yapısıyla düğmeli model, şık tasarım, günlük kullanım için uygun ve rahat kalıp. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: düğmeli model, şık tasarım, günlük kullanım için uygun, rahat kalıp",pembe,bluz,"['bluz', 'kruvaze', 'özel', 'tasarım', 'bluz', 'pamuk', 'yapısıyla', 'düğmeli', 'model', 'şık', 'tasarım', 'günlük', 'kullanım', 'uygun', 'rahat', 'kalıp', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'düğmeli', 'model', 'şık', 'tasarım', 'günlük', 'kullanım', 'uygun', 'rahat', 'kalıp']"
"Hırka - örgü Hırka modeli, saten kumaştan üretilmiş olup rahat kalıp, nefes alabilir kumaş ve günlük kullanım için uygun. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: rahat kalıp, nefes alabilir kumaş, günlük kullanım için uygun",yeşil,hırka,"['hırka', 'örgü', 'hırka', 'modeli', 'saten', 'kumaştan', 'üretilmiş', 'olup', 'rahat', 'kalıp', 'nefes', 'alabilir', 'kumaş', 'günlük', 'kullanım', 'uygun', 'ofisten', 'sokağa', 'ortama', 'uyum', 'sağlar', 'öne', 'çıkan', 'özellikler', 'rahat', 'kalıp', 'nefes', 'alabilir', 'kumaş', 'günlük', 'kullanım', 'uygun']"
"Bluz - kruvaze Yeni sezonun favori parçalarından biri olan bu bluz, kot kumaş kumaşı sayesinde günlük kullanım için uygun ve düğmeli model. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: günlük kullanım için uygun, düğmeli model",siyah,bluz,"['bluz', 'kruvaze', 'yeni', 'sezonun', 'favori', 'parçalarından', 'biri', 'bluz', 'kot', 'kumaş', 'kumaşı', 'sayesinde', 'günlük', 'kullanım', 'uygun', 'düğmeli', 'model', 'sade', 'etkileyici', 'görünüm', 'sunar', 'öne', 'çıkan', 'özellikler', 'günlük', 'kullanım', 'uygun', 'düğmeli', 'model']"
"Etek - pileli Bu özel tasarım etek, likralı kumaş yapısıyla yumuşak doku ve nefes alabilir kumaş. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: yumuşak doku, nefes alabilir kumaş",pembe,etek,"['etek', 'pileli', 'özel', 'tasarım', 'etek', 'likralı', 'kumaş', 'yapısıyla', 'yumuşak', 'doku', 'nefes', 'alabilir', 'kumaş', 'ofisten', 'sokağa', 'ortama', 'uyum', 'sağlar', 'öne', 'çıkan', 'özellikler', 'yumuşak', 'doku', 'nefes', 'alabilir', 'kumaş']"
"Çanta - omuz çantası Çanta modeli, viskon kumaştan üretilmiş olup günlük kullanım için uygun ve yumuşak doku. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: günlük kullanım için uygun, yumuşak doku",bej,çanta,"['çanta', 'omuz', 'çantası', 'çanta', 'modeli', 'viskon', 'kumaştan', 'üretilmiş', 'olup', 'günlük', 'kullanım', 'uygun', 'yumuşak', 'doku', 'sezonun', 'trend', 'renkleriyle', 'kombin', 'yapabilirsiniz', 'öne', 'çıkan', 'özellikler', 'günlük', 'kullanım', 'uygun', 'yumuşak', 'doku']"
"Elbise - v yaka Her gardıropta olması gereken bu elbise, kot kumaş içeriğiyle nefes alabilir kumaş ve çift cepli. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: nefes alabilir kumaş, çift cepli",yeşil,elbise,"['elbise', 'v', 'yaka', 'gardıropta', 'olması', 'gereken', 'elbise', 'kot', 'kumaş', 'içeriğiyle', 'nefes', 'alabilir', 'kumaş', 'çift', 'cepli', 'hem', 'şıklık', 'hem', 'konfor', 'arada', 'öne', 'çıkan', 'özellikler', 'nefes', 'alabilir', 'kumaş', 'çift', 'cepli']"
"T-shirt - basic T-shirt modeli, kot kumaş kumaştan üretilmiş olup şık tasarım, esnek yapı ve rahat kalıp. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: şık tasarım, esnek yapı, rahat kalıp",siyah,t-shirt,"['tshirt', 'basic', 'tshirt', 'modeli', 'kot', 'kumaş', 'kumaştan', 'üretilmiş', 'olup', 'şık', 'tasarım', 'esnek', 'yapı', 'rahat', 'kalıp', 'sezonun', 'trend', 'renkleriyle', 'kombin', 'yapabilirsiniz', 'öne', 'çıkan', 'özellikler', 'şık', 'tasarım', 'esnek', 'yapı', 'rahat', 'kalıp']"
"Elbise - askılı örme kumaş tercih edilerek üretilen bu elbise, rahat kalıp, nefes alabilir kumaş, yumuşak doku ve günlük kullanım için uygun. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: rahat kalıp, nefes alabilir kumaş, yumuşak doku, günlük kullanım için uygun",kırmızı,elbise,"['elbise', 'askılı', 'örme', 'kumaş', 'tercih', 'edilerek', 'üretilen', 'elbise', 'rahat', 'kalıp', 'nefes', 'alabilir', 'kumaş', 'yumuşak', 'doku', 'günlük', 'kullanım', 'uygun', 'hem', 'şıklık', 'hem', 'konfor', 'arada', 'öne', 'çıkan', 'özellikler', 'rahat', 'kalıp', 'nefes', 'alabilir', 'kumaş', 'yumuşak', 'doku', 'günlük', 'kullanım', 'uygun']"
"Hırka - cepli Bu özel tasarım hırka, %100 pamuk yapısıyla günlük kullanım için uygun, esnek yapı ve çift cepli. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: günlük kullanım için uygun, esnek yapı, çift cepli",beyaz,hırka,"['hırka', 'cepli', 'özel', 'tasarım', 'hırka', 'pamuk', 'yapısıyla', 'günlük', 'kullanım', 'uygun', 'esnek', 'yapı', 'çift', 'cepli', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'günlük', 'kullanım', 'uygun', 'esnek', 'yapı', 'çift', 'cepli']"
"Gömlek - uzun kollu likralı kumaş tercih edilerek üretilen bu gömlek, şık tasarım ve nefes alabilir kumaş. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: şık tasarım, nefes alabilir kumaş",siyah,gömlek,"['gömlek', 'uzun', 'kollu', 'likralı', 'kumaş', 'tercih', 'edilerek', 'üretilen', 'gömlek', 'şık', 'tasarım', 'nefes', 'alabilir', 'kumaş', 'hem', 'şıklık', 'hem', 'konfor', 'arada', 'öne', 'çıkan', 'özellikler', 'şık', 'tasarım', 'nefes', 'alabilir', 'kumaş']"
"Ceket - astar detaylı Her gardıropta olması gereken bu ceket, likralı kumaş içeriğiyle çift cepli, rahat kalıp ve nefes alabilir kumaş. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: çift cepli, rahat kalıp, nefes alabilir kumaş",lacivert,ceket,"['ceket', 'astar', 'detaylı', 'gardıropta', 'olması', 'gereken', 'ceket', 'likralı', 'kumaş', 'içeriğiyle', 'çift', 'cepli', 'rahat', 'kalıp', 'nefes', 'alabilir', 'kumaş', 'hem', 'şıklık', 'hem', 'konfor', 'arada', 'öne', 'çıkan', 'özellikler', 'çift', 'cepli', 'rahat', 'kalıp', 'nefes', 'alabilir', 'kumaş']"
"Hırka - örgü Bu özel tasarım hırka, likralı kumaş yapısıyla günlük kullanım için uygun ve çift cepli. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: günlük kullanım için uygun, çift cepli",kırmızı,hırka,"['hırka', 'örgü', 'özel', 'tasarım', 'hırka', 'likralı', 'kumaş', 'yapısıyla', 'günlük', 'kullanım', 'uygun', 'çift', 'cepli', 'ofisten', 'sokağa', 'ortama', 'uyum', 'sağlar', 'öne', 'çıkan', 'özellikler', 'günlük', 'kullanım', 'uygun', 'çift', 'cepli']"
"Pantolon - rahat kesim Bu özel tasarım pantolon, polyester yapısıyla yumuşak doku, şık tasarım ve çift cepli. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: yumuşak doku, şık tasarım, çift cepli",lacivert,pantolon,"['pantolon', 'rahat', 'kesim', 'özel', 'tasarım', 'pantolon', 'polyester', 'yapısıyla', 'yumuşak', 'doku', 'şık', 'tasarım', 'çift', 'cepli', 'sade', 'etkileyici', 'görünüm', 'sunar', 'öne', 'çıkan', 'özellikler', 'yumuşak', 'doku', 'şık', 'tasarım', 'çift', 'cepli']"
"Elbise - dantel detaylı Elbise modeli, kot kumaş kumaştan üretilmiş olup rahat kalıp ve kolay ütülenir. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: rahat kalıp, kolay ütülenir",kırmızı,elbise,"['elbise', 'dantel', 'detaylı', 'elbise', 'modeli', 'kot', 'kumaş', 'kumaştan', 'üretilmiş', 'olup', 'rahat', 'kalıp', 'kolay', 'ütülenir', 'sezonun', 'trend', 'renkleriyle', 'kombin', 'yapabilirsiniz', 'öne', 'çıkan', 'özellikler', 'rahat', 'kalıp', 'kolay', 'ütülenir']"
"Sweatshirt - baskılı Bu özel tasarım sweatshirt, polyester yapısıyla kolay ütülenir ve nefes alabilir kumaş. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: kolay ütülenir, nefes alabilir kumaş",lacivert,sweatshirt,"['sweatshirt', 'baskılı', 'özel', 'tasarım', 'sweatshirt', 'polyester', 'yapısıyla', 'kolay', 'ütülenir', 'nefes', 'alabilir', 'kumaş', 'sezonun', 'trend', 'renkleriyle', 'kombin', 'yapabilirsiniz', 'öne', 'çıkan', 'özellikler', 'kolay', 'ütülenir', 'nefes', 'alabilir', 'kumaş']"
"Gömlek - uzun kollu Gömlek modeli, %100 pamuk kumaştan üretilmiş olup günlük kullanım için uygun, çift cepli, yumuşak doku ve şık tasarım. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: günlük kullanım için uygun, çift cepli, yumuşak doku, şık tasarım",pembe,gömlek,"['gömlek', 'uzun', 'kollu', 'gömlek', 'modeli', 'pamuk', 'kumaştan', 'üretilmiş', 'olup', 'günlük', 'kullanım', 'uygun', 'çift', 'cepli', 'yumuşak', 'doku', 'şık', 'tasarım', 'hem', 'şıklık', 'hem', 'konfor', 'arada', 'öne', 'çıkan', 'özellikler', 'günlük', 'kullanım', 'uygun', 'çift', 'cepli', 'yumuşak', 'doku', 'şık', 'tasarım']"
"Hırka - uzun Hırka modeli, %100 pamuk kumaştan üretilmiş olup günlük kullanım için uygun, kolay ütülenir ve yumuşak doku. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: günlük kullanım için uygun, kolay ütülenir, yumuşak doku",bej,hırka,"['hırka', 'uzun', 'hırka', 'modeli', 'pamuk', 'kumaştan', 'üretilmiş', 'olup', 'günlük', 'kullanım', 'uygun', 'kolay', 'ütülenir', 'yumuşak', 'doku', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'günlük', 'kullanım', 'uygun', 'kolay', 'ütülenir', 'yumuşak', 'doku']"
"Bluz - volanlı Bu özel tasarım bluz, deri görünümlü yapısıyla nefes alabilir kumaş, yumuşak doku, çift cepli ve şık tasarım. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: nefes alabilir kumaş, yumuşak doku, çift cepli, şık tasarım",kırmızı,bluz,"['bluz', 'volanlı', 'özel', 'tasarım', 'bluz', 'deri', 'görünümlü', 'yapısıyla', 'nefes', 'alabilir', 'kumaş', 'yumuşak', 'doku', 'çift', 'cepli', 'şık', 'tasarım', 'hem', 'şıklık', 'hem', 'konfor', 'arada', 'öne', 'çıkan', 'özellikler', 'nefes', 'alabilir', 'kumaş', 'yumuşak', 'doku', 'çift', 'cepli', 'şık', 'tasarım']"
