description,color,category
"Ceket - kruvaze Bu özel tasarım ceket, deri görünümlü yapısıyla çift cepli ve şık tasarım. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: çift cepli, şık tasarım",beyaz,ceket
"T-shirt - bisiklet yaka Her gardıropta olması gereken bu t-shirt, %100 pamuk içeriğiyle esnek yapı, düğmeli model, nefes alabilir kumaş ve kolay ütülenir. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: esnek yapı, düğmeli model, nefes alabilir kumaş, kolay ütülenir",pembe,t-shirt
"Pantolon - yüksek bel saten tercih edilerek üretilen bu pantolon, yumuşak doku, şık tasarım, günlük kullanım için uygun ve rahat kalıp. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: yumuşak doku, şık tasarım, günlük kullanım için uygun, rahat kalıp",yeşil,pantolon
"Gömlek - uzun kollu Bu özel tasarım gömlek, likralı kumaş yapısıyla günlük kullanım için uygun ve esnek yapı. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: günlük kullanım için uygun, esnek yapı",gri,gömlek
"Ceket - düğmeli Bu özel tasarım ceket, likralı kumaş yapısıyla şık tasarım ve yumuşak doku. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: şık tasarım, yumuşak doku",mor,ceket
"Çanta - el çantası Bu özel tasarım çanta, deri görünümlü yapısıyla yumuşak doku, kolay ütülenir ve nefes alabilir kumaş. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: yumuşak doku, kolay ütülenir, nefes alabilir kumaş",gri,çanta
"Pantolon - dar paça Her gardıropta olması gereken bu pantolon, deri görünümlü içeriğiyle esnek yapı, şık tasarım, kolay ütülenir ve çift cepli. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: esnek yapı, şık tasarım, kolay ütülenir, çift cepli",bej,pantolon
"Pantolon - rahat kesim Her gardıropta olması gereken bu pantolon, saten içeriğiyle esnek yapı ve düğmeli model. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: esnek yapı, düğmeli model",siyah,pantolon
"Sweatshirt - fermuarlı Yeni sezonun favori parçalarından biri olan bu sweatshirt, viskon kumaşı sayesinde şık tasarım ve yumuşak doku. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: şık tasarım, yumuşak doku",bej,sweatshirt
"Çanta - sırt çantası Çanta modeli, saten kumaştan üretilmiş olup günlük kullanım için uygun ve şık tasarım. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: günlük kullanım için uygun, şık tasarım",lacivert,çanta
"Bluz - kruvaze Bu özel tasarım bluz, örme kumaş yapısıyla çift cepli, yumuşak doku ve şık tasarım. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: çift cepli, yumuşak doku, şık tasarım",gri,bluz
"T-shirt - baskılı T-shirt modeli, kot kumaş kumaştan üretilmiş olup çift cepli, düğmeli model, günlük kullanım için uygun ve esnek yapı. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: çift cepli, düğmeli model, günlük kullanım için uygun, esnek yapı",pembe,t-shirt
"Elbise - dantel detaylı Bu özel tasarım elbise, kot kumaş yapısıyla rahat kalıp, çift cepli ve yumuşak doku. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: rahat kalıp, çift cepli, yumuşak doku",siyah,elbise
"Pantolon - rahat kesim Yeni sezonun favori parçalarından biri olan bu pantolon, likralı kumaş kumaşı sayesinde çift cepli, düğmeli model ve rahat kalıp. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: çift cepli, düğmeli model, rahat kalıp",yeşil,pantolon
"Etek - pileli Her gardıropta olması gereken bu etek, %100 pamuk içeriğiyle rahat kalıp, günlük kullanım için uygun ve yumuşak doku. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: rahat kalıp, günlük kullanım için uygun, yumuşak doku",yeşil,etek
"Elbise - uzun örme kumaş tercih edilerek üretilen bu elbise, düğmeli model, günlük kullanım için uygun, rahat kalıp ve şık tasarım. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: düğmeli model, günlük kullanım için uygun, rahat kalıp, şık tasarım",pembe,elbise
"Ceket - kruvaze Bu özel tasarım ceket, likralı kumaş yapısıyla şık tasarım, çift cepli ve rahat kalıp. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: şık tasarım, çift cepli, rahat kalıp",siyah,ceket
"Elbise - askılı Bu özel tasarım elbise, saten yapısıyla şık tasarım, çift cepli, esnek yapı ve düğmeli model. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: şık tasarım, çift cepli, esnek yapı, düğmeli model",beyaz,elbise
"Hırka - düğmeli saten tercih edilerek üretilen bu hırka, rahat kalıp, yumuşak doku, esnek yapı ve günlük kullanım için uygun. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: rahat kalıp, yumuşak doku, esnek yapı, günlük kullanım için uygun",siyah,hırka
"Pantolon - dar paça Her gardıropta olması gereken bu pantolon, likralı kumaş içeriğiyle şık tasarım, yumuşak doku, düğmeli model ve günlük kullanım için uygun. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: şık tasarım, yumuşak doku, düğmeli model, günlük kullanım için uygun",siyah,pantolon
"Çanta - kapitoneli Bu özel tasarım çanta, saten yapısıyla düğmeli model, nefes alabilir kumaş, şık tasarım ve günlük kullanım için uygun. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: düğmeli model, nefes alabilir kumaş, şık tasarım, günlük kullanım için uygun",gri,çanta
"Etek - asimetri kesim Etek modeli, polyester kumaştan üretilmiş olup günlük kullanım için uygun ve nefes alabilir kumaş. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: günlük kullanım için uygun, nefes alabilir kumaş",siyah,etek
"Çanta - kapitoneli Bu özel tasarım çanta, deri görünümlü yapısıyla günlük kullanım için uygun ve yumuşak doku. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: günlük kullanım için uygun, yumuşak doku",gri,çanta
"Elbise - v yaka Bu özel tasarım elbise, %100 pamuk yapısıyla nefes alabilir kumaş, şık tasarım, yumuşak doku ve kolay ütülenir. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: nefes alabilir kumaş, şık tasarım, yumuşak doku, kolay ütülenir",bej,elbise
"Elbise - askılı Elbise modeli, viskon kumaştan üretilmiş olup düğmeli model, günlük kullanım için uygun ve nefes alabilir kumaş. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: düğmeli model, günlük kullanım için uygun, nefes alabilir kumaş",yeşil,elbise
"Gömlek - uzun kollu Gömlek modeli, polyester kumaştan üretilmiş olup nefes alabilir kumaş ve yumuşak doku. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: nefes alabilir kumaş, yumuşak doku",mor,gömlek
"Gömlek - uzun kollu Yeni sezonun favori parçalarından biri olan bu gömlek, örme kumaş kumaşı sayesinde şık tasarım, günlük kullanım için uygun ve yumuşak doku. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: şık tasarım, günlük kullanım için uygun, yumuşak doku",mavi,gömlek
"Ceket - astar detaylı Bu özel tasarım ceket, %100 pamuk yapısıyla esnek yapı, düğmeli model, nefes alabilir kumaş ve günlük kullanım için uygun. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: esnek yapı, düğmeli model, nefes alabilir kumaş, günlük kullanım için uygun",bej,ceket
"Etek - mini Her gardıropta olması gereken bu etek, deri görünümlü içeriğiyle nefes alabilir kumaş, yumuşak doku, şık tasarım ve düğmeli model. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: nefes alabilir kumaş, yumuşak doku, şık tasarım, düğmeli model",yeşil,etek
"Etek - pileli Bu özel tasarım etek, örme kumaş yapısıyla esnek yapı ve şık tasarım. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: esnek yapı, şık tasarım",gri,etek
"Elbise - uzun Her gardıropta olması gereken bu elbise, deri görünümlü içeriğiyle günlük kullanım için uygun ve rahat kalıp. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: günlük kullanım için uygun, rahat kalıp",kırmızı,elbise
"T-shirt - baskılı polyester tercih edilerek üretilen bu t-shirt, çift cepli, günlük kullanım için uygun ve esnek yapı. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: çift cepli, günlük kullanım için uygun, esnek yapı",gri,t-shirt
"Çanta - kapitoneli Her gardıropta olması gereken bu çanta, örme kumaş içeriğiyle günlük kullanım için uygun, şık tasarım ve nefes alabilir kumaş. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: günlük kullanım için uygun, şık tasarım, nefes alabilir kumaş",yeşil,çanta
"Gömlek - klasik yaka polyester tercih edilerek üretilen bu gömlek, düğmeli model ve çift cepli. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: düğmeli model, çift cepli",beyaz,gömlek
"Etek - mini Bu özel tasarım etek, örme kumaş yapısıyla düğmeli model, nefes alabilir kumaş ve kolay ütülenir. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: düğmeli model, nefes alabilir kumaş, kolay ütülenir",mor,etek
"Etek - asimetri kesim Bu özel tasarım etek, deri görünümlü yapısıyla nefes alabilir kumaş, günlük kullanım için uygun, esnek yapı ve kolay ütülenir. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: nefes alabilir kumaş, günlük kullanım için uygun, esnek yapı, kolay ütülenir",beyaz,etek
"Ceket - düğmeli Ceket modeli, polyester kumaştan üretilmiş olup günlük kullanım için uygun, kolay ütülenir ve çift cepli. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: günlük kullanım için uygun, kolay ütülenir, çift cepli",yeşil,ceket
"Hırka - örgü Her gardıropta olması gereken bu hırka, %100 pamuk içeriğiyle düğmeli model, esnek yapı, nefes alabilir kumaş ve şık tasarım. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: düğmeli model, esnek yapı, nefes alabilir kumaş, şık tasarım",kırmızı,hırka
"Gömlek - slim fit Yeni sezonun favori parçalarından biri olan bu gömlek, polyester kumaşı sayesinde esnek yapı ve rahat kalıp. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: esnek yapı, rahat kalıp",beyaz,gömlek
"Pantolon - dar paça Pantolon modeli, polyester kumaştan üretilmiş olup çift cepli, rahat kalıp, günlük kullanım için uygun ve nefes alabilir kumaş. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: çift cepli, rahat kalıp, günlük kullanım için uygun, nefes alabilir kumaş",pembe,pantolon
"Çanta - omuz çantası kot kumaş tercih edilerek üretilen bu çanta, rahat kalıp, esnek yapı ve şık tasarım. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: rahat kalıp, esnek yapı, şık tasarım",yeşil,çanta
"Ceket - astar detaylı viskon tercih edilerek üretilen bu ceket, çift cepli, günlük kullanım için uygun ve şık tasarım. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: çift cepli, günlük kullanım için uygun, şık tasarım",mavi,ceket
"Çanta - el çantası Çanta modeli, saten kumaştan üretilmiş olup esnek yapı, rahat kalıp ve çift cepli. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: esnek yapı, rahat kalıp, çift cepli",mor,çanta
"Pantolon - yüksek bel Bu özel tasarım pantolon, saten yapısıyla esnek yapı ve yumuşak doku. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: esnek yapı, yumuşak doku",yeşil,pantolon
"Sweatshirt - oversize Sweatshirt modeli, saten kumaştan üretilmiş olup kolay ütülenir, yumuşak doku, esnek yapı ve çift cepli. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: kolay ütülenir, yumuşak doku, esnek yapı, çift cepli",mor,sweatshirt
"Ceket - astar detaylı Ceket modeli, örme kumaş kumaştan üretilmiş olup yumuşak doku, nefes alabilir kumaş ve rahat kalıp. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: yumuşak doku, nefes alabilir kumaş, rahat kalıp",mavi,ceket
"Pantolon - rahat kesim Pantolon modeli, örme kumaş kumaştan üretilmiş olup esnek yapı ve çift cepli. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: esnek yapı, çift cepli",siyah,pantolon
"Çanta - el çantası Bu özel tasarım çanta, viskon yapısıyla yumuşak doku, çift cepli, şık tasarım ve kolay ütülenir. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: yumuşak doku, çift cepli, şık tasarım, kolay ütülenir",yeşil,çanta
"Çanta - el çantası viskon tercih edilerek üretilen bu çanta, günlük kullanım için uygun, düğmeli model ve şık tasarım. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: günlük kullanım için uygun, düğmeli model, şık tasarım",bej,çanta
"Hırka - cepli Yeni sezonun favori parçalarından biri olan bu hırka, saten kumaşı sayesinde kolay ütülenir, çift cepli, rahat kalıp ve yumuşak doku. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: kolay ütülenir, çift cepli, rahat kalıp, yumuşak doku",bej,hırka
"Çanta - sırt çantası Her gardıropta olması gereken bu çanta, örme kumaş içeriğiyle yumuşak doku ve günlük kullanım için uygun. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: yumuşak doku, günlük kullanım için uygun",kırmızı,çanta
"Etek - pileli Bu özel tasarım etek, %100 pamuk yapısıyla yumuşak doku, esnek yapı ve şık tasarım. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: yumuşak doku, esnek yapı, şık tasarım",lacivert,etek
"T-shirt - oversize Yeni sezonun favori parçalarından biri olan bu t-shirt, kot kumaş kumaşı sayesinde yumuşak doku ve rahat kalıp. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: yumuşak doku, rahat kalıp",beyaz,t-shirt
"Hırka - düğmeli viskon tercih edilerek üretilen bu hırka, düğmeli model, günlük kullanım için uygun, şık tasarım ve çift cepli. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: düğmeli model, günlük kullanım için uygun, şık tasarım, çift cepli",mavi,hırka
"Etek - asimetri kesim Yeni sezonun favori parçalarından biri olan bu etek, viskon kumaşı sayesinde yumuşak doku, kolay ütülenir ve günlük kullanım için uygun. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: yumuşak doku, kolay ütülenir, günlük kullanım için uygun",mor,etek
"Gömlek - slim fit Yeni sezonun favori parçalarından biri olan bu gömlek, viskon kumaşı sayesinde şık tasarım, kolay ütülenir ve rahat kalıp. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: şık tasarım, kolay ütülenir, rahat kalıp",pembe,gömlek
"Hırka - örgü deri görünümlü tercih edilerek üretilen bu hırka, çift cepli, yumuşak doku, düğmeli model ve rahat kalıp. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: çift cepli, yumuşak doku, düğmeli model, rahat kalıp",pembe,hırka
"Elbise - askılı Her gardıropta olması gereken bu elbise, saten içeriğiyle nefes alabilir kumaş, esnek yapı ve yumuşak doku. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: nefes alabilir kumaş, esnek yapı, yumuşak doku",kırmızı,elbise
"Bluz - kruvaze Yeni sezonun favori parçalarından biri olan bu bluz, polyester kumaşı sayesinde esnek yapı, çift cepli ve kolay ütülenir. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: esnek yapı, çift cepli, kolay ütülenir",pembe,bluz
"Sweatshirt - baskılı %100 pamuk tercih edilerek üretilen bu sweatshirt, düğmeli model, çift cepli, kolay ütülenir ve şık tasarım. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: düğmeli model, çift cepli, kolay ütülenir, şık tasarım",mor,sweatshirt
"Bluz - dantel detaylı Her gardıropta olması gereken bu bluz, polyester içeriğiyle nefes alabilir kumaş ve rahat kalıp. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: nefes alabilir kumaş, rahat kalıp",siyah,bluz
"Sweatshirt - baskılı Her gardıropta olması gereken bu sweatshirt, deri görünümlü içeriğiyle nefes alabilir kumaş ve çift cepli. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: nefes alabilir kumaş, çift cepli",mavi,sweatshirt
"Sweatshirt - baskılı Bu özel tasarım sweatshirt, örme kumaş yapısıyla nefes alabilir kumaş, rahat kalıp ve şık tasarım. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: nefes alabilir kumaş, rahat kalıp, şık tasarım",beyaz,sweatshirt
"Bluz - omzu açık Bluz modeli, likralı kumaş kumaştan üretilmiş olup kolay ütülenir, düğmeli model, esnek yapı ve yumuşak doku. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: kolay ütülenir, düğmeli model, esnek yapı, yumuşak doku",gri,bluz
"Etek - mini Etek modeli, saten kumaştan üretilmiş olup günlük kullanım için uygun, çift cepli ve şık tasarım. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: günlük kullanım için uygun, çift cepli, şık tasarım",kırmızı,etek
"Etek - asimetri kesim Her gardıropta olması gereken bu etek, deri görünümlü içeriğiyle esnek yapı, günlük kullanım için uygun, düğmeli model ve yumuşak doku. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: esnek yapı, günlük kullanım için uygun, düğmeli model, yumuşak doku",kırmızı,etek
"Bluz - dantel detaylı polyester tercih edilerek üretilen bu bluz, düğmeli model, rahat kalıp, esnek yapı ve günlük kullanım için uygun. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: düğmeli model, rahat kalıp, esnek yapı, günlük kullanım için uygun",mor,bluz
"Çanta - kapitoneli Çanta modeli, örme kumaş kumaştan üretilmiş olup yumuşak doku, rahat kalıp ve kolay ütülenir. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: yumuşak doku, rahat kalıp, kolay ütülenir",pembe,çanta
"T-shirt - bisiklet yaka Bu özel tasarım t-shirt, örme kumaş yapısıyla çift cepli ve esnek yapı. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: çift cepli, esnek yapı",kırmızı,t-shirt
"T-shirt - baskılı Yeni sezonun favori parçalarından biri olan bu t-shirt, deri görünümlü kumaşı sayesinde günlük kullanım için uygun, nefes alabilir kumaş, rahat kalıp ve esnek yapı. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: günlük kullanım için uygun, nefes alabilir kumaş, rahat kalıp, esnek yapı",lacivert,t-shirt
"Sweatshirt - baskılı saten tercih edilerek üretilen bu sweatshirt, şık tasarım, düğmeli model ve rahat kalıp. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: şık tasarım, düğmeli model, rahat kalıp",pembe,sweatshirt
"Ceket - astar detaylı Her gardıropta olması gereken bu ceket, örme kumaş içeriğiyle günlük kullanım için uygun, şık tasarım ve kolay ütülenir. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: günlük kullanım için uygun, şık tasarım, kolay ütülenir",siyah,ceket
"Hırka - düğmeli Yeni sezonun favori parçalarından biri olan bu hırka, saten kumaşı sayesinde düğmeli model, günlük kullanım için uygun ve şık tasarım. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: düğmeli model, günlük kullanım için uygun, şık tasarım",siyah,hırka
"Etek - pileli Etek modeli, örme kumaş kumaştan üretilmiş olup rahat kalıp, esnek yapı, kolay ütülenir ve yumuşak doku. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: rahat kalıp, esnek yapı, kolay ütülenir, yumuşak doku",yeşil,etek
"Bluz - volanlı deri görünümlü tercih edilerek üretilen bu bluz, çift cepli, kolay ütülenir, düğmeli model ve rahat kalıp. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: çift cepli, kolay ütülenir, düğmeli model, rahat kalıp",kırmızı,bluz
"Pantolon - rahat kesim Bu özel tasarım pantolon, örme kumaş yapısıyla yumuşak doku, rahat kalıp ve düğmeli model. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: yumuşak doku, rahat kalıp, düğmeli model",bej,pantolon
"Hırka - uzun Yeni sezonun favori parçalarından biri olan bu hırka, saten kumaşı sayesinde esnek yapı, kolay ütülenir, rahat kalıp ve şık tasarım. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: esnek yapı, kolay ütülenir, rahat kalıp, şık tasarım",mor,hırka
"Gömlek - uzun kollu Her gardıropta olması gereken bu gömlek, %100 pamuk içeriğiyle günlük kullanım için uygun ve kolay ütülenir. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: günlük kullanım için uygun, kolay ütülenir",mavi,gömlek
"Sweatshirt - kapüşonlu Sweatshirt modeli, deri görünümlü kumaştan üretilmiş olup şık tasarım, rahat kalıp ve çift cepli. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: şık tasarım, rahat kalıp, çift cepli",mor,sweatshirt
"Hırka - cepli örme kumaş tercih edilerek üretilen bu hırka, günlük kullanım için uygun ve şık tasarım. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: günlük kullanım için uygun, şık tasarım",kırmızı,hırka
"Ceket - düğmeli Her gardıropta olması gereken bu ceket, %100 pamuk içeriğiyle düğmeli model ve günlük kullanım için uygun. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: düğmeli model, günlük kullanım için uygun",beyaz,ceket
"Sweatshirt - fermuarlı Bu özel tasarım sweatshirt, %100 pamuk yapısıyla çift cepli, nefes alabilir kumaş, düğmeli model ve rahat kalıp. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: çift cepli, nefes alabilir kumaş, düğmeli model, rahat kalıp",mavi,sweatshirt
"T-shirt - oversize kot kumaş tercih edilerek üretilen bu t-shirt, kolay ütülenir, çift cepli ve günlük kullanım için uygun. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: kolay ütülenir, çift cepli, günlük kullanım için uygun",siyah,t-shirt
"Sweatshirt - baskılı örme kumaş tercih edilerek üretilen bu sweatshirt, düğmeli model, esnek yapı ve yumuşak doku. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: düğmeli model, esnek yapı, yumuşak doku",kırmızı,sweatshirt
"Hırka - örgü viskon tercih edilerek üretilen bu hırka, esnek yapı ve günlük kullanım için uygun. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: esnek yapı, günlük kullanım için uygun",yeşil,hırka
"Ceket - astar detaylı Yeni sezonun favori parçalarından biri olan bu ceket, deri görünümlü kumaşı sayesinde yumuşak doku, şık tasarım ve rahat kalıp. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: yumuşak doku, şık tasarım, rahat kalıp",lacivert,ceket
"Elbise - askılı Yeni sezonun favori parçalarından biri olan bu elbise, kot kumaş kumaşı sayesinde nefes alabilir kumaş ve şık tasarım. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: nefes alabilir kumaş, şık tasarım",yeşil,elbise
"Elbise - v yaka Yeni sezonun favori parçalarından biri olan bu elbise, likralı kumaş kumaşı sayesinde şık tasarım ve nefes alabilir kumaş. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: şık tasarım, nefes alabilir kumaş",beyaz,elbise
"Pantolon - yüksek bel Pantolon modeli, örme kumaş kumaştan üretilmiş olup günlük kullanım için uygun ve yumuşak doku. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: günlük kullanım için uygun, yumuşak doku",mor,pantolon
"Çanta - kapitoneli Bu özel tasarım çanta, %100 pamuk yapısıyla kolay ütülenir, esnek yapı ve rahat kalıp. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: kolay ütülenir, esnek yapı, rahat kalıp",pembe,çanta
"Hırka - cepli likralı kumaş tercih edilerek üretilen bu hırka, günlük kullanım için uygun, çift cepli ve düğmeli model. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: günlük kullanım için uygun, çift cepli, düğmeli model",lacivert,hırka
"Pantolon - lastikli saten tercih edilerek üretilen bu pantolon, esnek yapı, yumuşak doku, günlük kullanım için uygun ve kolay ütülenir. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: esnek yapı, yumuşak doku, günlük kullanım için uygun, kolay ütülenir",mavi,pantolon
"Gömlek - düğmeli Her gardıropta olması gereken bu gömlek, kot kumaş içeriğiyle yumuşak doku ve kolay ütülenir. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: yumuşak doku, kolay ütülenir",lacivert,gömlek
"Gömlek - uzun kollu Gömlek modeli, likralı kumaş kumaştan üretilmiş olup şık tasarım ve rahat kalıp. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: şık tasarım, rahat kalıp",beyaz,gömlek
"Sweatshirt - fermuarlı Bu özel tasarım sweatshirt, deri görünümlü yapısıyla şık tasarım, kolay ütülenir ve yumuşak doku. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: şık tasarım, kolay ütülenir, yumuşak doku",pembe,sweatshirt
"Hırka - düğmeli Yeni sezonun favori parçalarından biri olan bu hırka, deri görünümlü kumaşı sayesinde kolay ütülenir, günlük kullanım için uygun, düğmeli model ve esnek yapı. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: kolay ütülenir, günlük kullanım için uygun, düğmeli model, esnek yapı",lacivert,hırka
"Pantolon - dar paça Her gardıropta olması gereken bu pantolon, likralı kumaş içeriğiyle düğmeli model, günlük kullanım için uygun, rahat kalıp ve esnek yapı. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: düğmeli model, günlük kullanım için uygun, rahat kalıp, esnek yapı",kırmızı,pantolon
"Sweatshirt - fermuarlı Her gardıropta olması gereken bu sweatshirt, örme kumaş içeriğiyle kolay ütülenir, düğmeli model ve esnek yapı. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: kolay ütülenir, düğmeli model, esnek yapı",siyah,sweatshirt
"Elbise - uzun Bu özel tasarım elbise, örme kumaş yapısıyla nefes alabilir kumaş, rahat kalıp, yumuşak doku ve esnek yapı. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: nefes alabilir kumaş, rahat kalıp, yumuşak doku, esnek yapı",mavi,elbise
"Hırka - cepli Bu özel tasarım hırka, polyester yapısıyla şık tasarım, yumuşak doku ve günlük kullanım için uygun. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: şık tasarım, yumuşak doku, günlük kullanım için uygun",pembe,hırka
"Gömlek - slim fit saten tercih edilerek üretilen bu gömlek, rahat kalıp, nefes alabilir kumaş, günlük kullanım için uygun ve yumuşak doku. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: rahat kalıp, nefes alabilir kumaş, günlük kullanım için uygun, yumuşak doku",mor,gömlek
"T-shirt - oversize Her gardıropta olması gereken bu t-shirt, viskon içeriğiyle rahat kalıp, esnek yapı, nefes alabilir kumaş ve çift cepli. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: rahat kalıp, esnek yapı, nefes alabilir kumaş, çift cepli",bej,t-shirt
"Etek - asimetri kesim Her gardıropta olması gereken bu etek, kot kumaş içeriğiyle rahat kalıp ve yumuşak doku. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: rahat kalıp, yumuşak doku",siyah,etek
"T-shirt - oversize deri görünümlü tercih edilerek üretilen bu t-shirt, çift cepli, düğmeli model ve kolay ütülenir. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: çift cepli, düğmeli model, kolay ütülenir",siyah,t-shirt
